,Unnamed: 0,CODUSU,ANO4_x,TRIMESTRE_x,NRO_HOGAR,COMPONENTE,H15,REGION_x,MAS_500_x,AGLOMERADO_x,PONDERA_x,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF_x,DECIFR_x,IDECIFR_x,RDECIFR_x,GDECIFR_x,PDECIFR_x,ADECIFR_x,IPCF_x,DECCFR_x,IDECCFR_x,RDECCFR_x,GDECCFR_x,PDECCFR_x,ADECCFR_x,PONDIH_x,ANO4_y,TRIMESTRE_y,REALIZADA,REGION_y,MAS_500_y,AGLOMERADO_y,PONDERA_y,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF_y,DECIFR_y,IDECIFR_y,RDECIFR_y,GDECIFR_y,PDECIFR_y,ADECIFR_y,IPCF_y,DECCFR_y,IDECCFR_y,RDECCFR_y,GDECCFR_y,PDECCFR_y,ADECCFR_y,PONDIH_y,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
10,10,TQRMNOQYTHMNKSCDEOHCH00803178,2023,1,1,3,1,44,N,91,120,3,2,2004-09-29 00:00:00,18,5,4.0,1,1,1,4,2,4.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,120,0,0.0,0,0.0,0,,0.0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,91,120,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,3,4,0,0
11,11,TQRMNOQYTHMNKSCDEOHCH00803178,2023,1,1,4,1,44,N,91,120,3,2,2008-10-02 00:00:00,14,5,4.0,1,1,1,4,2,0.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,120,0,0.0,0,0.0,0,,0.0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,91,120,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,3,4,0,0
12,12,TQRMNOQYTHMNKSCDEOHCH00803178,2023,1,1,5,1,44,N,91,120,3,2,2012-10-19 00:00:00,10,5,4.0,1,1,1,2,2,4.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,120,0,0.0,0,0.0,0,,0.0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,91,120,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,3,4,0,0
13,13,TQRMNOQYTHMNKSCDEOHCH00803178,2023,1,1,6,0,44,N,91,120,3,1,2014-07-02 00:00:00,8,5,4.0,1,1,1,2,2,2.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,120,0,0.0,0,0.0,0,,0.0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,91,120,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,3,4,0,0
14,14,TQRMNOPYXHLMKNCDEIOAH00720098,2023,1,1,1,1,43,N,38,83,1,1,1900-01-01 00:00:00,35,2,1.0,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,66.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,2400.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,90313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,10,10.0,10,,10.0,10,95,0,250000.0,10,10.0,10,,10.0,10,98,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,7,8.0,7,,8.0,7,83333.33,6,7.0,6,,7.0,7,86,2023,1,1,43,N,38,83,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,250000,7,8.0,7,,8.0,7,83333.33,6,7.0,6,,7.0,7,86,1,2,98,0,0,0
15,15,TQRMNOPYXHLMKNCDEIOAH00720098,2023,1,1,2,1,43,N,38,83,2,2,1900-01-01 00:00:00,29,2,1.0,1,2,0,4,1,,3,6.0,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,83,0,0.0,0,0.0,0,,0.0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,7,8.0,7,,8.0,7,83333.33,6,7.0,6,,7.0,7,86,2023,1,1,43,N,38,83,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,250000,7,8.0,7,,8.0,7,83333.33,6,7.0,6,,7.0,7,86,1,2,98,0,0,0
16,16,TQRMNOPYXHLMKNCDEIOAH00720098,2023,1,1,3,0,43,N,38,83,3,2,1900-01-01 00:00:00,8,5,1.0,1,1,1,2,2,2.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,83,0,0.0,0,0.0,0,,0.0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,7,8.0,7,,8.0,7,83333.33,6,7.0,6,,7.0,7,86,2023,1,1,43,N,38,83,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,250000,7,8.0,7,,8.0,7,83333.33,6,7.0,6,,7.0,7,86,1,2,98,0,0,0
17,17,TQRMNOQTTHMNKPCDEIOAH00803054,2023,1,1,1,1,43,N,38,142,1,1,1994-12-24 00:00:00,28,5,1.0,1,2,0,7,2,5.0,1,,1,,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,8000.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,47313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,8,9.0,8,,9.0,7,191,0,150000.0,8,8.0,8,,8.0,7,178,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,5,5.0,5,,5.0,5,150000.0,9,9.0,9,,9.0,9,184,2023,1,1,43,N,38,142,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,150000,5,5.0,5,,5.0,5,150000.0,9,9.0,9,,9.0,9,184,1,0,98,0,0,0
18,18,TQRMNOSRPHLMKOCDEIOAH00720100,2023,1,1,1,1,43,N,38,81,1,1,1900-01-01 00:00:00,36,2,1.0,1,2,0,2,1,,1,,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,5202.0,2.0,0.0,0.0,0.0,0.0,99.0,3.0,36313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,80000.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,4,5.0,4,,5.0,4,94,0,120000.0,7,7.0,7,,7.0,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,136800,4,4.0,4,,4.0,4,45600.0,3,3.0,3,,4.0,3,123,2023,1,1,43,N,38,81,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,136800,4,4.0,4,,4.0,4,45600.0,3,3.0,3,,4.0,3,123,2,0,98,0,0,0
19,19,TQRMNOSRPHLMKOCDEIOAH00720100,2023,1,1,2,1,43,N,38,81,2,2,1986-12-05 00:00:00,36,2,1.0,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,12.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,9700.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,55314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16800,1,1.0,1,,1.0,1,106,0,16800.0,1,1.0,1,,1.0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,136800,4,4.0,4,,4.0,4,45600.0,3,3.0,3,,4.0,3,123,2023,1,1,43,N,38,81,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,136800,4,4.0,4,,4.0,4,45600.0,3,3.0,3,,4.0,3,123,2,0,98,0,0,0
20,20,TQRMNOSRPHLMKOCDEIOAH00720100,2023,1,1,4,1,43,N,38,81,3,2,2006-02-07 00:00:00,16,5,1.0,1,1,1,4,2,2.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,81,0,0.0,0,0.0,0,,0.0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,136800,4,4.0,4,,4.0,4,45600.0,3,3.0,3,,4.0,3,123,2023,1,1,43,N,38,81,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,136800,4,4.0,4,,4.0,4,45600.0,3,3.0,3,,4.0,3,123,2,0,98,0,0,0
21,21,TQRMNOQUYHKMKQCDEIOAH00781302,2023,1,1,1,1,43,N,38,24,1,1,1977-01-22 00:00:00,46,3,4.0,1,2,0,2,1,,3,6.0,1,,2,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,24.0,12.0,2.0,0.0,2.0,2.0,2.0,2.0,8102.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,58123.0,8.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,7.0,6.0,2.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,6,6.0,5,,6.0,5,32,35000,215000.0,9,9.0,9,,9.0,9,31,0,0,0,0,80000,0,0,0,0,0,0,0,80000,215000,7,7.0,7,,7.0,7,215000.0,10,10.0,10,,10.0,10,30,2023,1,1,43,N,38,24,1,,1,2,,4,1,1,1,,1,1,1,2,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,215000,7,7.0,7,,7.0,7,215000.0,10,10.0,10,,10.0,10,30,1,0,98,0,0,0
22,22,TQRMNORUXHMMKPCDEIGED00801517,2023,1,1,1,1,43,N,30,128,1,2,1942-02-02 00:00:00,81,2,1.0,1,2,0,2,1,,2,,1,,2,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,128,0,81000.0,5,5.0,5,,5.0,4,154,54000,0,0,0,0,0,0,0,0,0,0,27000,81000,165000,5,5.0,5,,5.0,5,82500.0,6,7.0,6,,7.0,5,197,2023,1,1,43,N,30,128,2,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,165000,5,5.0,5,,5.0,5,82500.0,6,7.0,6,,7.0,5,197,1,0,98,0,0,0
23,23,TQRMNORUXHMMKPCDEIGED00801517,2023,1,1,2,1,43,N,30,128,2,1,1937-08-01 00:00:00,85,2,1.0,1,2,0,4,1,,2,,1,,4,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,128,0,84000.0,5,5.0,5,,5.0,5,184,56000,0,0,0,0,0,0,0,0,0,0,28000,84000,165000,5,5.0,5,,5.0,5,82500.0,6,7.0,6,,7.0,5,197,2023,1,1,43,N,30,128,2,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,165000,5,5.0,5,,5.0,5,82500.0,6,7.0,6,,7.0,5,197,1,0,98,0,0,0
24,24,TQRMNOQYXHLNKNCDEIGED00717931,2023,1,1,1,1,43,N,30,101,1,2,1980-01-24 00:00:00,43,5,1.0,1,2,0,4,1,,3,62.0,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,33.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100000.0,0.0,0.0,0.0,50000.0,45000.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,6,6.0,6,,6.0,5,101,0,195000.0,9,9.0,9,,9.0,8,114,0,0,0,0,0,0,0,0,0,0,0,0,0,195000,6,6.0,6,,6.0,6,195000.0,9,10.0,10,,10.0,9,114,2023,1,1,43,N,30,101,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,1,2,0,2,0,4,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0,1,195000,6,6.0,6,,6.0,6,195000.0,9,10.0,10,,10.0,9,114,1,0,98,0,0,0
25,25,TQRMNORWRHKOKPCDEGLDF00777944,2023,1,1,1,1,41,N,15,202,1,2,1984-08-16 00:00:00,38,1,1.0,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,36.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,99.0,9.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,9,9.0,10,,9.0,10,202,0,180000.0,8,9.0,9,,9.0,10,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,41,N,15,202,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,97,0,0,0
26,26,TQRMNORWRHKOKPCDEGLDF00777944,2023,1,1,2,1,41,N,15,202,2,1,1983-08-06 00:00:00,39,1,1.0,1,2,0,4,2,3.0,1,,1,,3,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,4504.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,5002.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,5.0,2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,12,12.0,12,,12.0,12,0,0,-9.0,12,12.0,12,,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,41,N,15,202,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,97,0,0,0
27,27,TQRMNORWRHKOKPCDEGLDF00777944,2023,1,1,3,1,41,N,15,202,3,1,2007-07-30 00:00:00,15,5,1.0,1,1,1,4,2,3.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,202,0,0.0,0,0.0,0,,0.0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,41,N,15,202,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,97,0,0,0
28,28,TQRMNORWRHKOKPCDEGLDF00777944,2023,1,1,4,0,41,N,15,202,3,1,2017-07-03 00:00:00,5,5,1.0,2,1,1,2,2,0.0,1,,1,,1,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,202,0,0.0,0,0.0,0,,0.0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,41,N,15,202,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,97,0,0,0
29,29,TQRMNOPRUHJMKSCDEGLDF00795651,2023,1,2,1,1,41,N,15,125,1,2,1999-12-05 00:00:00,23,5,4.0,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,9700.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,57314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,12,12.0,12,,12.0,12,0,0,-9.0,12,12.0,12,,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,41,N,15,125,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
30,30,TQRMNOPRUHJMKSCDEGLDF00795651,2023,1,2,2,1,41,N,15,125,9,2,1996-04-18 00:00:00,26,5,4.0,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,4807.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,32314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,80000.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,5,5.0,6,,5.0,6,132,0,120000.0,7,7.0,8,,7.0,9,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,41,N,15,125,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
