,CODUSU,NRO_HOGAR,IDECIFR_x,IDECIFR_y,GDECIFR_x,GDECIFR_y,PDECIFR_x,PDECIFR_y,IDECCFR_x,IDECCFR_y,GDECCFR_x,GDECCFR_y,PDECCFR_x,PDECCFR_y
3225,TQRMNORWYHJMMUCDEIJAH00793861,1,,,12.0,12.0,,,,,12.0,12.0,,
3226,TQRMNORWYHJMMUCDEIJAH00793861,1,,,12.0,12.0,,,,,12.0,12.0,,
3227,TQRMNORWYHJMMUCDEIJAH00793861,1,,,12.0,12.0,,,,,12.0,12.0,,
3228,TQRMNORWYHJMMUCDEIJAH00793861,1,,,12.0,12.0,,,,,12.0,12.0,,
3229,TQRMNOSVYHJMNLCDEIJAH00801982,1,,,12.0,12.0,,,,,12.0,12.0,,
3230,TQRMNOSVYHJMNLCDEIJAH00801982,1,,,12.0,12.0,,,,,12.0,12.0,,
3231,TQRMNOQPTHMMMPCDEIJAH00801983,1,,,7.0,7.0,,,,,8.0,8.0,,
3232,TQRMNOQPTHMMMPCDEIJAH00801983,1,,,7.0,7.0,,,,,8.0,8.0,,
3233,TQRMNORVUHJLKTCDEFJAH00798361,1,6.0,6.0,,,7.0,7.0,10.0,10.0,,,10.0,10.0
3234,TQRMNOTUSHMMKTCDEFJAH00798362,1,2.0,2.0,,,3.0,3.0,7.0,7.0,,,7.0,7.0
3235,TQRMNOSVUHLOLPCDEFLID00715096,1,9.0,9.0,9.0,9.0,,,6.0,6.0,6.0,6.0,,
3236,TQRMNOSVUHLOLPCDEFLID00715096,1,9.0,9.0,9.0,9.0,,,6.0,6.0,6.0,6.0,,
3237,TQRMNOSVUHLOLPCDEFLID00715096,1,9.0,9.0,9.0,9.0,,,6.0,6.0,6.0,6.0,,
3238,TQRMNOSVUHLOLPCDEFLID00715096,1,9.0,9.0,9.0,9.0,,,6.0,6.0,6.0,6.0,,
3239,TQRMNOSVUHLOLPCDEFLID00715096,1,9.0,9.0,9.0,9.0,,,6.0,6.0,6.0,6.0,,
3240,TQRMNOPQXHLNKQCDEHJGH00717264,1,2.0,2.0,2.0,2.0,,,6.0,6.0,6.0,6.0,,
3241,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3242,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3243,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3244,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3245,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3246,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3247,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3248,TQRMNOPYRHKMKNCDEHJGH00778733,1,10.0,10.0,10.0,10.0,,,5.0,5.0,5.0,5.0,,
3249,TQRMNORYUHLLKRCDEHJGH00717267,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
3250,TQRMNORYUHLLKRCDEHJGH00717267,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
3251,TQRMNOPSSHKMKRCDEHJGH00778668,1,6.0,6.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3252,TQRMNOPSSHKMKRCDEHJGH00778668,1,6.0,6.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3253,TQRMNOPSSHKMKRCDEHJGH00778668,1,6.0,6.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3254,TQRMNOPSSHKMKRCDEHJGH00778668,1,6.0,6.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3255,TQRMNOTTRHMOTOCDEIJAH00801989,1,,,3.0,3.0,,,,,2.0,2.0,,
3256,TQRMNOTTRHMOTOCDEIJAH00801989,1,,,3.0,3.0,,,,,2.0,2.0,,
3257,TQRMNOTTRHMOTOCDEIJAH00801989,1,,,3.0,3.0,,,,,2.0,2.0,,
3258,TQRMNORUVHKOSOCDEIJAH00786204,1,,,5.0,5.0,,,,,2.0,2.0,,
3259,TQRMNORUVHKOSOCDEIJAH00786204,1,,,5.0,5.0,,,,,2.0,2.0,,
3260,TQRMNORUVHKOSOCDEIJAH00786204,1,,,5.0,5.0,,,,,2.0,2.0,,
3261,TQRMNORUVHKOSOCDEIJAH00786204,1,,,5.0,5.0,,,,,2.0,2.0,,
3262,TQRMNORUVHKOSOCDEIJAH00786204,1,,,5.0,5.0,,,,,2.0,2.0,,
3263,TQRMNORUVHKOSOCDEIJAH00786204,1,,,5.0,5.0,,,,,2.0,2.0,,
3264,TQRMNOQPVHJMTQCDEIJAH00796211,1,,,3.0,3.0,,,,,1.0,1.0,,
3265,TQRMNOQPVHJMTQCDEIJAH00796211,1,,,3.0,3.0,,,,,1.0,1.0,,
3266,TQRMNOQPVHJMTQCDEIJAH00796211,1,,,3.0,3.0,,,,,1.0,1.0,,
3267,TQRMNOQPVHJMTQCDEIJAH00796211,1,,,3.0,3.0,,,,,1.0,1.0,,
3268,TQRMNOQPVHJMTQCDEIJAH00796211,1,,,3.0,3.0,,,,,1.0,1.0,,
3269,TQRMNOPVTHLMLOCDEFPCH00715645,1,6.0,6.0,,,6.0,6.0,10.0,10.0,,,10.0,10.0
3270,TQRMNOPUWHLNKQCDEHMHF00717491,1,2.0,2.0,,,2.0,2.0,6.0,6.0,,,7.0,7.0
3271,TQRMNOSPWHLNKQCDEHMHF00778959,1,6.0,6.0,,,6.0,6.0,7.0,7.0,,,8.0,8.0
3272,TQRMNOSPWHLNKQCDEHMHF00778959,1,6.0,6.0,,,6.0,6.0,7.0,7.0,,,8.0,8.0
3273,TQRMNOTRYHKOQQCDEIJAH00780859,1,,,3.0,3.0,,,,,1.0,1.0,,
3274,TQRMNOTRYHKOQQCDEIJAH00780859,1,,,3.0,3.0,,,,,1.0,1.0,,
3275,TQRMNOTRYHKOQQCDEIJAH00780859,1,,,3.0,3.0,,,,,1.0,1.0,,
3276,TQRMNOTRYHKOQQCDEIJAH00780859,1,,,3.0,3.0,,,,,1.0,1.0,,
3277,TQRMNOTRYHKOQQCDEIJAH00780859,1,,,3.0,3.0,,,,,1.0,1.0,,
3278,TQRMNORXXHJNLOCDEGLDF00797890,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
3279,TQRMNORXXHJNLOCDEGLDF00797890,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
3280,TQRMNORXXHJNLOCDEGLDF00797890,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
3281,TQRMNORXXHJNLOCDEGLDF00797890,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
3282,TQRMNORXXHJNLOCDEGLDF00797890,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
3283,TQRMNOQQRHJNLPCDEGLDF00796162,1,4.0,4.0,,,4.0,4.0,1.0,1.0,,,1.0,1.0
3284,TQRMNOQQRHJNLPCDEGLDF00796162,1,4.0,4.0,,,4.0,4.0,1.0,1.0,,,1.0,1.0
3285,TQRMNOQQRHJNLPCDEGLDF00796162,1,4.0,4.0,,,4.0,4.0,1.0,1.0,,,1.0,1.0
3286,TQRMNOQQRHJNLPCDEGLDF00796162,1,4.0,4.0,,,4.0,4.0,1.0,1.0,,,1.0,1.0
3287,TQRMNOQQRHJNLPCDEGLDF00796162,1,4.0,4.0,,,4.0,4.0,1.0,1.0,,,1.0,1.0
3288,TQRMNOQQRHJNLPCDEGLDF00796162,1,4.0,4.0,,,4.0,4.0,1.0,1.0,,,1.0,1.0
3289,TQRMNOUUXHKOKPCDEFKID00782028,1,9.0,9.0,8.0,8.0,,,7.0,7.0,7.0,7.0,,
3290,TQRMNOUUXHKOKPCDEFKID00782028,1,9.0,9.0,8.0,8.0,,,7.0,7.0,7.0,7.0,,
3291,TQRMNOUUXHKOKPCDEFKID00782028,1,9.0,9.0,8.0,8.0,,,7.0,7.0,7.0,7.0,,
3292,TQRMNORWVHJOKQCDEFKID00797410,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3293,TQRMNORWVHJOKQCDEFKID00797410,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3294,TQRMNORWVHJOKQCDEFKID00797410,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3295,TQRMNOQRSHLMKNCDEFKID00714907,1,2.0,2.0,2.0,2.0,,,6.0,6.0,5.0,5.0,,
3296,TQRMNOPPQHLKKPCDEFKID00714908,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3297,TQRMNOPPQHLKKPCDEFKID00714908,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3298,TQRMNORRVHLKKPCDEFKID00714917,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3299,TQRMNORRVHLKKPCDEFKID00714917,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3300,TQRMNOPURHMOLUCDEHPJB00801217,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3301,TQRMNOPURHMOLUCDEHPJB00801217,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3302,TQRMNOPURHMOLUCDEHPJB00801217,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3303,TQRMNORTUHMOLUCDEHPJB00801218,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
3304,TQRMNORTUHMOLUCDEHPJB00801218,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
3305,TQRMNOQSSHKMLMCDEHPJB00801219,1,3.0,3.0,3.0,3.0,,,8.0,8.0,7.0,7.0,,
3306,TQRMNORWRHLMLPCDEHPJB00717862,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
3307,TQRMNORVPHLMLMCDEGJBF00716125,1,6.0,6.0,6.0,6.0,,,7.0,7.0,7.0,7.0,,
3308,TQRMNORVPHLMLMCDEGJBF00716125,1,6.0,6.0,6.0,6.0,,,7.0,7.0,7.0,7.0,,
3309,TQRMNOQSSHJMLMCDEFLID00793375,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3310,TQRMNORQSHMLKTCDEFLID00798702,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3311,TQRMNORQSHMLKTCDEFLID00798702,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3312,TQRMNORQSHMLKTCDEFLID00798702,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3313,TQRMNORQSHMLKTCDEFLID00798702,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3314,TQRMNOUTXHMMLUCDEIIAD00801653,1,,,12.0,12.0,,,,,12.0,12.0,,
3315,TQRMNOQRSHJKMMCDEIIAD00793873,1,,,9.0,9.0,,,,,6.0,6.0,,
3316,TQRMNOQRSHJKMMCDEIIAD00793873,1,,,9.0,9.0,,,,,6.0,6.0,,
3317,TQRMNOQRSHJKMMCDEIIAD00793873,1,,,9.0,9.0,,,,,6.0,6.0,,
3318,TQRMNOQRSHJKMMCDEIIAD00793873,1,,,9.0,9.0,,,,,6.0,6.0,,
3319,TQRMNOQRSHJKMMCDEIIAD00793873,1,,,9.0,9.0,,,,,6.0,6.0,,
3320,TQRMNOSSYHJKMMCDEIIAD00801654,1,,,12.0,12.0,,,,,12.0,12.0,,
3321,TQRMNOSSYHJKMMCDEIIAD00801654,1,,,12.0,12.0,,,,,12.0,12.0,,
3322,TQRMNOPVWHKMKNCDEHNHB00779247,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
3323,TQRMNOPVWHKMKNCDEHNHB00779247,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
3324,TQRMNOPVWHKMKNCDEHNHB00779247,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
3325,TQRMNOPVWHKMKNCDEHNHB00779247,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
3326,TQRMNOPVWHKMKNCDEHNHB00779247,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
3327,TQRMNOPPQHJNLTCDEFKID00798140,1,4.0,4.0,4.0,4.0,,,6.0,6.0,5.0,5.0,,
3328,TQRMNOPPQHJNLTCDEFKID00798140,1,4.0,4.0,4.0,4.0,,,6.0,6.0,5.0,5.0,,
3329,TQRMNORSVHJNLTCDEFKID00798141,1,7.0,7.0,7.0,7.0,,,4.0,4.0,3.0,3.0,,
3330,TQRMNORSVHJNLTCDEFKID00798141,1,7.0,7.0,7.0,7.0,,,4.0,4.0,3.0,3.0,,
3331,TQRMNORSVHJNLTCDEFKID00798141,1,7.0,7.0,7.0,7.0,,,4.0,4.0,3.0,3.0,,
3332,TQRMNORSVHJNLTCDEFKID00798141,1,7.0,7.0,7.0,7.0,,,4.0,4.0,3.0,3.0,,
3333,TQRMNORSVHJNLTCDEFKID00798141,1,7.0,7.0,7.0,7.0,,,4.0,4.0,3.0,3.0,,
3334,TQRMNOYRYHMOMOCDEFKID00798499,1,9.0,9.0,8.0,8.0,,,8.0,8.0,7.0,7.0,,
3335,TQRMNOYRYHMOMOCDEFKID00798499,1,9.0,9.0,8.0,8.0,,,8.0,8.0,7.0,7.0,,
3336,TQRMNOYRYHMOMOCDEFKID00798499,1,9.0,9.0,8.0,8.0,,,8.0,8.0,7.0,7.0,,
3337,TQRMNOSPTHJOMMCDEFKID00798142,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3338,TQRMNOSPTHJOMMCDEFKID00798142,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3339,TQRMNOSPTHJOMMCDEFKID00798142,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3340,TQRMNOSPTHJOMMCDEFKID00798142,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
3341,TQRMNOXYPHJOMMCDEFKID00798143,1,5.0,5.0,5.0,5.0,,,9.0,9.0,9.0,9.0,,
3342,TQRMNOQPPHLMMPCDEFKID00714874,1,6.0,6.0,6.0,6.0,,,7.0,7.0,7.0,7.0,,
3343,TQRMNOQPPHLMMPCDEFKID00714874,1,6.0,6.0,6.0,6.0,,,7.0,7.0,7.0,7.0,,
3344,TQRMNOQWWHMMKOCDEIJAH00801932,1,,,12.0,12.0,,,,,12.0,12.0,,
3345,TQRMNOQWWHMMKOCDEIJAH00801932,1,,,12.0,12.0,,,,,12.0,12.0,,
3346,TQRMNOQWWHMMKOCDEIJAH00801932,1,,,12.0,12.0,,,,,12.0,12.0,,
3347,TQRMNOQWWHMMKOCDEIJAH00801932,1,,,12.0,12.0,,,,,12.0,12.0,,
3348,TQRMNOQWWHMMKOCDEIJAH00801932,1,,,12.0,12.0,,,,,12.0,12.0,,
3349,TQRMNOQWWHMMKOCDEIJAH00801932,1,,,12.0,12.0,,,,,12.0,12.0,,
3350,TQRMNOQWYHMMKOCDEIJAH00801933,1,,,8.0,8.0,,,,,9.0,9.0,,
3351,TQRMNOQWYHMMKOCDEIJAH00801933,1,,,8.0,8.0,,,,,9.0,9.0,,
3352,TQRMNORUWHMMKOCDEIJAH00801934,1,,,4.0,4.0,,,,,5.0,5.0,,
3353,TQRMNORUWHMMKOCDEIJAH00801934,1,,,4.0,4.0,,,,,5.0,5.0,,
3354,TQRMNOSRRHLLKOCDEIJAH00719452,1,,,12.0,12.0,,,,,12.0,12.0,,
3355,TQRMNOSRRHLLKOCDEIJAH00719452,1,,,12.0,12.0,,,,,12.0,12.0,,
3356,TQRMNOSRRHLLKOCDEIJAH00719452,1,,,12.0,12.0,,,,,12.0,12.0,,
3357,TQRMNOSRRHLLKOCDEIJAH00719452,1,,,12.0,12.0,,,,,12.0,12.0,,
3358,TQRMNOSRRHLLKOCDEIJAH00719452,1,,,12.0,12.0,,,,,12.0,12.0,,
3359,TQRMNORPYHMOLPCDEGIBJ00799529,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
3360,TQRMNORPYHMOLPCDEGIBJ00799529,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
3361,TQRMNORPYHMOLPCDEGIBJ00799529,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
3362,TQRMNOQPUHKKKMCDEFOCD00776807,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
3363,TQRMNOQPUHKKKMCDEFOCD00776807,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
3364,TQRMNOQPUHKKKMCDEFOCD00776807,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
3365,TQRMNOQVVHMOKOCDEFOCD00799067,1,5.0,5.0,,,5.0,5.0,9.0,9.0,,,9.0,9.0
3366,TQRMNOQUTHJOKOCDEHPJB00798079,1,9.0,9.0,8.0,8.0,,,4.0,4.0,4.0,4.0,,
3367,TQRMNOQUTHJOKOCDEHPJB00798079,1,9.0,9.0,8.0,8.0,,,4.0,4.0,4.0,4.0,,
3368,TQRMNOQUTHJOKOCDEHPJB00798079,1,9.0,9.0,8.0,8.0,,,4.0,4.0,4.0,4.0,,
3369,TQRMNOQUTHJOKOCDEHPJB00798079,1,9.0,9.0,8.0,8.0,,,4.0,4.0,4.0,4.0,,
3370,TQRMNOQUTHJOKOCDEHPJB00798079,1,9.0,9.0,8.0,8.0,,,4.0,4.0,4.0,4.0,,
3371,TQRMNOQUTHJOKOCDEHPJB00798079,1,9.0,9.0,8.0,8.0,,,4.0,4.0,4.0,4.0,,
3372,TQRMNORWWHMMKOCDEHPJB00801222,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3373,TQRMNORWWHMMKOCDEHPJB00801222,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3374,TQRMNORWWHMMKOCDEHPJB00801222,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3375,TQRMNORWWHMMKOCDEHPJB00801222,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3376,TQRMNORWWHMMKOCDEHPJB00801222,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3377,TQRMNOPSQHLMLNCDEGNFJ00716627,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3378,TQRMNOSUQHLMLNCDEGNFJ00716629,1,6.0,6.0,,,7.0,7.0,7.0,7.0,,,8.0,8.0
3379,TQRMNOSUQHLMLNCDEGNFJ00716629,1,6.0,6.0,,,7.0,7.0,7.0,7.0,,,8.0,8.0
3380,TQRMNOTVUHKMLLCDEGNFJ00777970,1,2.0,2.0,,,2.0,2.0,7.0,7.0,,,7.0,7.0
3381,TQRMNOPSQHJMLNCDEGNFJ00796993,1,2.0,2.0,,,2.0,2.0,6.0,6.0,,,7.0,7.0
3382,TQRMNORTTHKOLMCDEGNFJ00800118,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3383,TQRMNORTTHKOLMCDEGNFJ00800118,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3384,TQRMNOTUPHJOLOCDEGNFJ00793616,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,9.0,9.0
3385,TQRMNOTUPHJOLOCDEGNFJ00793616,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,9.0,9.0
3386,TQRMNOTUPHJOLOCDEGNFJ00793616,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,9.0,9.0
3387,TQRMNOTUPHJOLOCDEGNFJ00793616,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,9.0,9.0
3388,TQRMNORUUHMOLPCDEGNFJ00800119,1,6.0,6.0,,,7.0,7.0,8.0,8.0,,,8.0,8.0
3389,TQRMNORUUHMOLPCDEGNFJ00800119,1,6.0,6.0,,,7.0,7.0,8.0,8.0,,,8.0,8.0
3390,TQRMNOPTPHLMKMCDEOJAH00720379,1,5.0,5.0,,,5.0,5.0,6.0,6.0,,,7.0,7.0
3391,TQRMNOPTPHLMKMCDEOJAH00720379,1,5.0,5.0,,,5.0,5.0,6.0,6.0,,,7.0,7.0
3392,TQRMNOPTTHLMKMCDEOJAH00796291,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3393,TQRMNOPTTHLMKMCDEOJAH00796291,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3394,TQRMNOPSVHMOLOCDEGLDF00799956,1,9.0,9.0,,,9.0,9.0,9.0,9.0,,,10.0,10.0
3395,TQRMNOPSVHMOLOCDEGLDF00799956,1,9.0,9.0,,,9.0,9.0,9.0,9.0,,,10.0,10.0
3396,TQRMNOPSYHMOLOCDEGLDF00799957,1,1.0,1.0,,,1.0,1.0,4.0,4.0,,,4.0,4.0
3397,TQRMNOSSQHMOLOCDEGLDF00799958,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
3398,TQRMNOSSQHMOLOCDEGLDF00799958,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
3399,TQRMNOSSQHMOLOCDEGLDF00799958,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
3400,TQRMNOSSQHMOLOCDEGLDF00799958,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
3401,TQRMNOQQYHLMLMCDEGLDF00716502,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
3402,TQRMNOQQYHLMLMCDEGLDF00716502,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
3403,TQRMNOQQYHLMLMCDEGLDF00716502,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
3404,TQRMNOPQPHLOLOCDEGLDF00716418,1,3.0,3.0,,,3.0,3.0,3.0,3.0,,,3.0,3.0
3405,TQRMNOPQPHLOLOCDEGLDF00716418,1,3.0,3.0,,,3.0,3.0,3.0,3.0,,,3.0,3.0
3406,TQRMNOPQPHLOLOCDEGLDF00716418,1,3.0,3.0,,,3.0,3.0,3.0,3.0,,,3.0,3.0
3407,TQRMNOPPWHJMTRCDEIJAH00801941,1,,,2.0,2.0,,,,,5.0,5.0,,
3408,TQRMNOPPXHJMTRCDEIJAH00793352,1,,,6.0,6.0,,,,,5.0,5.0,,
3409,TQRMNOPPXHJMTRCDEIJAH00793352,1,,,6.0,6.0,,,,,5.0,5.0,,
3410,TQRMNOPPXHJMTRCDEIJAH00793352,1,,,6.0,6.0,,,,,5.0,5.0,,
3411,TQSMNOPUTHKMLLCDEGLDF00777842,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3412,TQSMNOPUTHKMLLCDEGLDF00777842,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3413,TQSMNOPUTHKMLLCDEGLDF00777842,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3414,TQSMNOPUTHKMLLCDEGLDF00777842,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3415,TQRMNOQSSHMKLLCDEGLDF00799961,1,2.0,2.0,,,2.0,2.0,7.0,7.0,,,7.0,7.0
3416,TQRMNOPSQHLLKSCDEGNFJ00716630,1,8.0,8.0,,,8.0,8.0,10.0,10.0,,,10.0,10.0
3417,TQRMNOQQVHMKKPCDEGNFJ00800120,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3418,TQRMNOQQVHMKKPCDEGNFJ00800120,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3419,TQRMNOQQVHMKKPCDEGNFJ00800120,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3420,TQRMNOQQVHMKKPCDEGNFJ00800120,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3421,TQRMNORVQHJOKQCDEGNFJ00796676,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3422,TQRMNORVQHJOKQCDEGNFJ00796676,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3423,TQRMNORVQHJOKQCDEGNFJ00796676,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3424,TQRMNORVQHJOKQCDEGNFJ00796676,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
3425,TQRMNOQWQHKOKTCDEFPCH00776953,1,6.0,6.0,,,6.0,6.0,10.0,10.0,,,10.0,10.0
3426,TQRMNOQXQHKMKNCDEGGFB00777026,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3427,TQRMNOQXQHKMKNCDEGGFB00777026,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3428,TQRMNOQXQHKMKNCDEGGFB00777026,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3429,TQRMNOQXQHKMKNCDEGGFB00777026,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3430,TQRMNOPRVHKNKOCDEGGFB00777043,1,2.0,2.0,2.0,2.0,,,7.0,7.0,7.0,7.0,,
3431,TQRMNOPUUHKKKOCDEGGFB00777166,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3432,TQRMNOPUUHKKKOCDEGGFB00777166,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3433,TQRMNOPUUHKKKOCDEGGFB00777166,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
3434,TQRMNORUQHKKKOCDEGGFB00777114,1,8.0,8.0,8.0,8.0,,,7.0,7.0,7.0,7.0,,
3435,TQRMNORUQHKKKOCDEGGFB00777114,1,8.0,8.0,8.0,8.0,,,7.0,7.0,7.0,7.0,,
3436,TQRMNORUQHKKKOCDEGGFB00777114,1,8.0,8.0,8.0,8.0,,,7.0,7.0,7.0,7.0,,
3437,TQRMNOSVWHKKKOCDEGGFB00777040,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
3438,TQRMNOSVWHKKKOCDEGGFB00777040,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
3439,TQRMNORTQHMLKNCDEFNFF00798933,1,10.0,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0
3440,TQRMNOPYRHJKKMCDEFNFF00798934,1,10.0,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0
3441,TQRMNOPYRHJKKMCDEFNFF00798934,1,10.0,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0
3442,TQRMNOPYXHJOLLCDEGIBJ00794145,1,7.0,7.0,,,7.0,7.0,5.0,5.0,,,6.0,6.0
3443,TQRMNOPYXHJOLLCDEGIBJ00794145,1,7.0,7.0,,,7.0,7.0,5.0,5.0,,,6.0,6.0
3444,TQRMNOPYXHJOLLCDEGIBJ00794145,1,7.0,7.0,,,7.0,7.0,5.0,5.0,,,6.0,6.0
3445,TQRMNOQPQHJOLLCDEGIBJ00794146,1,2.0,2.0,,,2.0,2.0,6.0,6.0,,,6.0,6.0
