,CODUSU,NRO_HOGAR,IDECIFR_x,IDECIFR_y,GDECIFR_x,GDECIFR_y,PDECIFR_x,PDECIFR_y,IDECCFR_x,IDECCFR_y,GDECCFR_x,GDECCFR_y,PDECCFR_x,PDECCFR_y
0,TQRMNORVWHLMKOCDEOHCH00720228,1,9.0,9.0,,,10.0,10.0,6.0,6.0,,,7.0,7.0
1,TQRMNORVWHLMKOCDEOHCH00720228,1,9.0,9.0,,,10.0,10.0,6.0,6.0,,,7.0,7.0
2,TQRMNORVWHLMKOCDEOHCH00720228,1,9.0,9.0,,,10.0,10.0,6.0,6.0,,,7.0,7.0
3,TQRMNORVWHLMKOCDEOHCH00720228,1,9.0,9.0,,,10.0,10.0,6.0,6.0,,,7.0,7.0
4,TQRMNORVWHLMKOCDEOHCH00720228,1,9.0,9.0,,,10.0,10.0,6.0,6.0,,,7.0,7.0
5,TQRMNOPSTHKMKPCDEOHCH00781447,1,6.0,6.0,,,6.0,6.0,10.0,10.0,,,10.0,10.0
6,TQRMNOQSXHMOKRCDEOHCH00803177,1,8.0,8.0,,,8.0,8.0,9.0,9.0,,,9.0,9.0
7,TQRMNOQSXHMOKRCDEOHCH00803177,1,8.0,8.0,,,8.0,8.0,9.0,9.0,,,9.0,9.0
8,TQRMNOQYTHMNKSCDEOHCH00803178,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
9,TQRMNOQYTHMNKSCDEOHCH00803178,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
10,TQRMNOQYTHMNKSCDEOHCH00803178,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
11,TQRMNOQYTHMNKSCDEOHCH00803178,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
12,TQRMNOQYTHMNKSCDEOHCH00803178,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
13,TQRMNOQYTHMNKSCDEOHCH00803178,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
14,TQRMNOPYXHLMKNCDEIOAH00720098,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
15,TQRMNOPYXHLMKNCDEIOAH00720098,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
16,TQRMNOPYXHLMKNCDEIOAH00720098,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
17,TQRMNOQTTHMNKPCDEIOAH00803054,1,5.0,5.0,,,5.0,5.0,9.0,9.0,,,9.0,9.0
18,TQRMNOSRPHLMKOCDEIOAH00720100,1,4.0,4.0,,,4.0,4.0,3.0,3.0,,,4.0,4.0
19,TQRMNOSRPHLMKOCDEIOAH00720100,1,4.0,4.0,,,4.0,4.0,3.0,3.0,,,4.0,4.0
20,TQRMNOSRPHLMKOCDEIOAH00720100,1,4.0,4.0,,,4.0,4.0,3.0,3.0,,,4.0,4.0
21,TQRMNOQUYHKMKQCDEIOAH00781302,1,7.0,7.0,,,7.0,7.0,10.0,10.0,,,10.0,10.0
22,TQRMNORUXHMMKPCDEIGED00801517,1,5.0,5.0,,,5.0,5.0,7.0,7.0,,,7.0,7.0
23,TQRMNORUXHMMKPCDEIGED00801517,1,5.0,5.0,,,5.0,5.0,7.0,7.0,,,7.0,7.0
24,TQRMNOQYXHLNKNCDEIGED00717931,1,6.0,6.0,,,6.0,6.0,10.0,10.0,,,10.0,10.0
25,TQRMNORWRHKOKPCDEGLDF00777944,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
26,TQRMNORWRHKOKPCDEGLDF00777944,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
27,TQRMNORWRHKOKPCDEGLDF00777944,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
28,TQRMNORWRHKOKPCDEGLDF00777944,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
29,TQRMNOPRUHJMKSCDEGLDF00795651,2,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30,TQRMNOPRUHJMKSCDEGLDF00795651,2,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
31,TQRMNOPRVHJMKSCDEGLDF00800090,1,5.0,5.0,,,5.0,5.0,2.0,2.0,,,2.0,2.0
32,TQRMNOPRVHJMKSCDEGLDF00800090,1,5.0,5.0,,,5.0,5.0,2.0,2.0,,,2.0,2.0
33,TQRMNOPRVHJMKSCDEGLDF00800090,1,5.0,5.0,,,5.0,5.0,2.0,2.0,,,2.0,2.0
34,TQRMNOPRVHJMKSCDEGLDF00800090,1,5.0,5.0,,,5.0,5.0,2.0,2.0,,,2.0,2.0
35,TQRMNOPRVHJMKSCDEGLDF00800090,1,5.0,5.0,,,5.0,5.0,2.0,2.0,,,2.0,2.0
36,TQRMNOPSWHMMKUCDEGLDF00800091,1,1.0,1.0,,,1.0,1.0,4.0,4.0,,,5.0,5.0
37,TQRMNOPUSHJOLTCDEFIAH00798335,1,3.0,3.0,3.0,3.0,,,4.0,4.0,4.0,4.0,,
38,TQRMNOPUSHJOLTCDEFIAH00798335,1,3.0,3.0,3.0,3.0,,,4.0,4.0,4.0,4.0,,
39,TQRMNOSXXHKMKPCDEGPDJ00778336,1,3.0,3.0,,,4.0,4.0,5.0,5.0,,,5.0,5.0
40,TQRMNOSXXHKMKPCDEGPDJ00778336,1,3.0,3.0,,,4.0,4.0,5.0,5.0,,,5.0,5.0
41,TQRMNOPXPHLMKPCDEOJAH00720377,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
42,TQRMNOPXPHLMKPCDEOJAH00720377,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
43,TQRMNOPXPHLMKPCDEOJAH00720377,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
44,TQRMNOPXPHLMKPCDEOJAH00720377,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
45,TQRMNOPXPHLMKPCDEOJAH00720377,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
46,TQRMNOQUQHLOKPCDEOJAH00720380,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
47,TQRMNOQUQHLOKPCDEOJAH00720380,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
48,TQRMNOQUQHLOKPCDEOJAH00720380,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
49,TQRMNOPTTHKKKQCDEHGHJ00778431,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
50,TQRMNOPTTHKKKQCDEHGHJ00778431,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
51,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
52,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
53,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
54,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
55,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
56,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
57,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
58,TQRMNOPSWHJMKNCDEHGHJ00796976,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
59,TQRMNOQRUHLLKQCDEHGHJ00717010,1,6.0,6.0,,,7.0,7.0,10.0,10.0,,,10.0,10.0
60,TQRMNOQTSHLNKRCDEHGHJ00716992,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
61,TQRMNOQTSHLNKRCDEHGHJ00716992,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
62,TQRMNOQTSHLNKRCDEHGHJ00716992,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
63,TQRMNOQTSHLNKRCDEHGHJ00716992,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
64,TQRMNOQTSHLNKRCDEHGHJ00716992,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
65,TQRMNORWXHLMMLCDEFIAH00714619,1,5.0,5.0,5.0,5.0,,,4.0,4.0,4.0,4.0,,
66,TQRMNORWXHLMMLCDEFIAH00714619,1,5.0,5.0,5.0,5.0,,,4.0,4.0,4.0,4.0,,
67,TQRMNORWXHLMMLCDEFIAH00714619,1,5.0,5.0,5.0,5.0,,,4.0,4.0,4.0,4.0,,
68,TQRMNORVRHMMMLCDEFIAH00798339,1,7.0,7.0,7.0,7.0,,,6.0,6.0,6.0,6.0,,
69,TQRMNORVRHMMMLCDEFIAH00798339,1,7.0,7.0,7.0,7.0,,,6.0,6.0,6.0,6.0,,
70,TQRMNORVRHMMMLCDEFIAH00798339,1,7.0,7.0,7.0,7.0,,,6.0,6.0,6.0,6.0,,
71,TQRMNORPPHKOMMCDEFIAH00775703,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
72,TQRMNORPPHKOMMCDEFIAH00775703,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
73,TQRMNORPPHKOMMCDEFIAH00775703,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
74,TQRMNORPPHKOMMCDEFIAH00775703,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
75,TQRMNORPPHKOMMCDEFIAH00775703,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
76,TQRMNORPWHKOMMCDEFIAH00775786,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
77,TQRMNORPWHKOMMCDEFIAH00775786,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
78,TQRMNOSWXHJKKMCDEFJAH00795227,1,2.0,2.0,,,2.0,2.0,6.0,6.0,,,6.0,6.0
79,TQRMNORUWHLMKOCDEFJAH00714730,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
80,TQRMNORUWHLMKOCDEFJAH00714730,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
81,TQRMNORUWHLMKOCDEFJAH00714730,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
82,TQRMNOQPRHKMMNCDEGJBF00777401,1,8.0,8.0,7.0,7.0,,,7.0,7.0,6.0,6.0,,
83,TQRMNOQPRHKMMNCDEGJBF00777401,1,8.0,8.0,7.0,7.0,,,7.0,7.0,6.0,6.0,,
84,TQRMNOQPRHKMMNCDEGJBF00777401,1,8.0,8.0,7.0,7.0,,,7.0,7.0,6.0,6.0,,
85,TQRMNOQWRHJOMLCDEGGFB00795982,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
86,TQRMNOQWRHJOMLCDEGGFB00795982,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
87,TQRMNOQWRHJOMLCDEGGFB00795982,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
88,TQRMNOQWRHJOMLCDEGGFB00795982,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
89,TQRMNOQWRHJOMLCDEGGFB00795982,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
90,TQRMNORXPHJMKQCDEOHCH00795985,1,9.0,9.0,,,9.0,9.0,6.0,6.0,,,6.0,6.0
91,TQRMNORXPHJMKQCDEOHCH00795985,1,9.0,9.0,,,9.0,9.0,6.0,6.0,,,6.0,6.0
92,TQRMNORXPHJMKQCDEOHCH00795985,1,9.0,9.0,,,9.0,9.0,6.0,6.0,,,6.0,6.0
93,TQRMNORXPHJMKQCDEOHCH00795985,1,9.0,9.0,,,9.0,9.0,6.0,6.0,,,6.0,6.0
94,TQRMNORXPHJMKQCDEOHCH00795985,1,9.0,9.0,,,9.0,9.0,6.0,6.0,,,6.0,6.0
95,TQRMNOSRRHJOKRCDEOHCH00795586,1,2.0,2.0,,,2.0,2.0,3.0,3.0,,,3.0,3.0
96,TQRMNOSRRHJOKRCDEOHCH00795586,1,2.0,2.0,,,2.0,2.0,3.0,3.0,,,3.0,3.0
97,TQRMNOSQPHMOKUCDEOHCH00803174,1,8.0,8.0,,,8.0,8.0,10.0,10.0,,,10.0,10.0
98,TQRMNOSQVHMOKUCDEOHCH00803175,1,2.0,2.0,,,2.0,2.0,6.0,6.0,,,7.0,7.0
99,TQRMNOPUQHKNKRCDEOHCH00781475,1,7.0,7.0,,,7.0,7.0,10.0,10.0,,,10.0,10.0
100,TQRMNOUSVHLOKRCDEOHCH00720261,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
101,TQRMNOXUSHLOKRCDEOHCH00720262,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
102,TQRMNOXUSHLOKRCDEOHCH00720262,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
103,TQRMNOXUSHLOKRCDEOHCH00720262,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
104,TQRMNOXUSHLOKRCDEOHCH00720262,1,3.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0
105,TQRMNOUVVHLOKSCDEOHCH00720263,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
106,TQRMNOSTQHKMKSCDEIOAH00781333,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
107,TQRMNOSTQHKMKSCDEIOAH00781333,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
108,TQRMNOSTQHKMKSCDEIOAH00781333,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
109,TQRMNOSTQHKMKSCDEIOAH00781333,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
110,TQRMNOSTQHKMKSCDEIOAH00781333,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
111,TQRMNOSTQHKMKSCDEIOAH00781333,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
112,TQRMNOQSSHJOKMCDEGOIH00797167,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
113,TQRMNOQSSHJOKMCDEGOIH00797167,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
114,TQRMNOQSSHJOKMCDEGOIH00797167,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
115,TQRMNOQSSHJOKMCDEGOIH00797167,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
116,TQRMNOQSVHJOKMCDEGOIH00797168,1,1.0,1.0,,,1.0,1.0,3.0,3.0,,,3.0,3.0
117,TQRMNORUYHLMSMCDEIJAH00719364,1,,,4.0,4.0,,,,,5.0,5.0,,
118,TQRMNORUYHLMSMCDEIJAH00719364,1,,,4.0,4.0,,,,,5.0,5.0,,
119,TQRMNOSRQHJNSOCDEIJAH00802640,1,,,1.0,1.0,,,,,1.0,1.0,,
120,TQRMNOSRQHJNSOCDEIJAH00802640,1,,,1.0,1.0,,,,,1.0,1.0,,
121,TQRMNOSRQHJNSOCDEIJAH00802640,1,,,1.0,1.0,,,,,1.0,1.0,,
122,TQRMNOSWQHJLQRCDEIJAH00796254,1,,,9.0,9.0,,,,,9.0,9.0,,
123,TQRMNOSWQHJLQRCDEIJAH00796254,1,,,9.0,9.0,,,,,9.0,9.0,,
124,TQRMNOPPTHLNKPCDEGPDJ00716918,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
125,TQRMNOPPTHLNKPCDEGPDJ00716918,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
126,TQRMNOPPTHLNKPCDEGPDJ00716918,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
127,TQRMNOPPTHLNKPCDEGPDJ00716918,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
128,TQRMNOQRSHLNKPCDEGPDJ00716919,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
129,TQRMNOQRSHLNKPCDEGPDJ00716919,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
130,TQRMNOQRSHLNKPCDEGPDJ00716919,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
131,TQRMNOQRSHLNKPCDEGPDJ00716919,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
132,TQRMNOQRSHLNKPCDEGPDJ00716919,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
133,TQRMNOQRSHLNKPCDEGPDJ00716919,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
134,TQRMNOQRSHLNKPCDEGPDJ00716919,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
135,TQRMNOPWTHMOKQCDEGPDJ00800428,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
136,TQRMNOQWSHMOKQCDEGPDJ00800467,1,5.0,5.0,,,5.0,5.0,6.0,6.0,,,6.0,6.0
137,TQRMNOQWSHMOKQCDEGPDJ00800467,1,5.0,5.0,,,5.0,5.0,6.0,6.0,,,6.0,6.0
138,TQRMNOPYRHMMKRCDEGPDJ00800468,1,10.0,10.0,,,10.0,10.0,9.0,9.0,,,9.0,9.0
139,TQRMNOPYRHMMKRCDEGPDJ00800468,1,10.0,10.0,,,10.0,10.0,9.0,9.0,,,9.0,9.0
140,TQRMNOPYRHMMKRCDEGPDJ00800468,1,10.0,10.0,,,10.0,10.0,9.0,9.0,,,9.0,9.0
141,TQRMNOPUQHLLKOCDEFKID00714937,1,2.0,2.0,2.0,2.0,,,6.0,6.0,6.0,6.0,,
142,TQRMNORYSHLLLQCDEHPJB00717852,1,8.0,8.0,8.0,8.0,,,9.0,9.0,8.0,8.0,,
143,TQRMNORYSHLLLQCDEHPJB00717852,1,8.0,8.0,8.0,8.0,,,9.0,9.0,8.0,8.0,,
144,TQRMNOTURHKOLPCDEHPJB00779440,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
145,TQRMNOTURHKOLPCDEHPJB00779440,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
146,TQRMNOTURHKOLPCDEHPJB00779440,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
147,TQRMNOTURHKOLPCDEHPJB00779440,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
148,TQRMNOPPWHJOLQCDEHPJB00801378,1,1.0,1.0,1.0,1.0,,,4.0,4.0,3.0,3.0,,
149,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
150,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
151,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
152,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
153,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
154,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
155,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
156,TQRMNOPXPHLOLTCDEHPJB00717871,1,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,
157,TQRMNOTUWHMNKOCDEIKAH00802785,1,9.0,9.0,8.0,8.0,,,8.0,8.0,7.0,7.0,,
158,TQRMNOTUWHMNKOCDEIKAH00802785,1,9.0,9.0,8.0,8.0,,,8.0,8.0,7.0,7.0,,
159,TQRMNOTUWHMNKOCDEIKAH00802785,1,9.0,9.0,8.0,8.0,,,8.0,8.0,7.0,7.0,,
160,TQRMNOPSYHJNKOCDEIKAH00795188,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
161,TQRMNOPSYHJNKOCDEIKAH00795188,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
162,TQRMNOPSYHJNKOCDEIKAH00795188,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
163,TQRMNOQSWHLNLNCDEIOAH00720131,1,2.0,2.0,,,2.0,2.0,2.0,2.0,,,3.0,3.0
164,TQRMNOQSWHLNLNCDEIOAH00720131,1,2.0,2.0,,,2.0,2.0,2.0,2.0,,,3.0,3.0
165,TQRMNOSRXHLNLNCDEIOAH00720132,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
166,TQRMNOSRXHLNLNCDEIOAH00720132,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
167,TQRMNOSRXHLNLNCDEIOAH00720132,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
168,TQRMNOSRXHLNLNCDEIOAH00720132,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
169,TQRMNOSRXHLNLNCDEIOAH00720132,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
170,TQRMNOSSQHJMLNCDEIOAH00795695,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
171,TQRMNOSSQHJMLNCDEIOAH00795695,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
172,TQRMNOSSQHJMLNCDEIOAH00795695,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
173,TQRMNOPSSHKKKMCDEIOAH00781365,1,3.0,3.0,,,3.0,3.0,4.0,4.0,,,4.0,4.0
174,TQRMNOPSSHKKKMCDEIOAH00781365,1,3.0,3.0,,,3.0,3.0,4.0,4.0,,,4.0,4.0
175,TQRMNOSVQHKMLLCDEOHCH00781435,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,4.0,4.0
176,TQRMNOSVQHKMLLCDEOHCH00781435,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,4.0,4.0
177,TQRMNOSVQHKMLLCDEOHCH00781435,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,4.0,4.0
178,TQRMNOSVQHKMLLCDEOHCH00781435,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,4.0,4.0
179,TQRMNOSVQHKMLLCDEOHCH00781435,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,4.0,4.0
180,TQRMNORRTHLMKUCDEOHCH00781537,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
181,TQRMNOQSQHJNKUCDEOHCH00795986,1,1.0,1.0,,,1.0,1.0,2.0,2.0,,,2.0,2.0
182,TQRMNOQRYHLMLLCDEOHCH00720265,1,2.0,2.0,,,2.0,2.0,6.0,6.0,,,7.0,7.0
183,TQRMNORRPHMNLQCDEGPDJ00800465,1,7.0,7.0,,,7.0,7.0,6.0,6.0,,,6.0,6.0
184,TQRMNORRPHMNLQCDEGPDJ00800465,1,7.0,7.0,,,7.0,7.0,6.0,6.0,,,6.0,6.0
185,TQRMNORRPHMNLQCDEGPDJ00800465,1,7.0,7.0,,,7.0,7.0,6.0,6.0,,,6.0,6.0
186,TQRMNOQWTHKNKOCDEFMDB00798909,1,1.0,1.0,,,1.0,1.0,4.0,4.0,,,4.0,4.0
187,TQRMNOQXUHKNKOCDEFMDB00776519,1,1.0,1.0,,,1.0,1.0,4.0,4.0,,,4.0,4.0
188,TQRMNOPTYHKOKNCDEFMDB00776449,2,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
189,TQRMNOQWQHKOKNCDEFMDB00776367,2,4.0,4.0,,,4.0,4.0,8.0,8.0,,,8.0,8.0
190,TQRMNORPRHKOKOCDEFMDB00776450,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
191,TQRMNORPRHKOKOCDEFMDB00776450,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
192,TQRMNORPRHKOKOCDEFMDB00776450,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
193,TQRMNORPRHKOKOCDEFMDB00776450,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
194,TQRMNOPYVHLMRLCDEIJAH00719346,1,,,12.0,12.0,,,,,12.0,12.0,,
195,TQRMNOPYVHLMRLCDEIJAH00719346,1,,,12.0,12.0,,,,,12.0,12.0,,
196,TQRMNOPYVHLMRLCDEIJAH00719346,1,,,12.0,12.0,,,,,12.0,12.0,,
197,TQRMNORXSHKMKSCDEFLID00776329,1,9.0,9.0,9.0,9.0,,,7.0,7.0,7.0,7.0,,
198,TQRMNORXSHKMKSCDEFLID00776329,1,9.0,9.0,9.0,9.0,,,7.0,7.0,7.0,7.0,,
199,TQRMNORXSHKMKSCDEFLID00776329,1,9.0,9.0,9.0,9.0,,,7.0,7.0,7.0,7.0,,
200,TQRMNORXSHKMKSCDEFLID00776329,1,9.0,9.0,9.0,9.0,,,7.0,7.0,7.0,7.0,,
201,TQRMNOSUSHKOKPCDEFKID00776077,1,4.0,4.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,
202,TQRMNOSUSHKOKPCDEFKID00776077,1,4.0,4.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,
203,TQRMNOQSSHLOKTCDEFLID00715083,1,10.0,10.0,9.0,9.0,,,9.0,9.0,9.0,9.0,,
204,TQRMNOQSSHLOKTCDEFLID00715083,1,10.0,10.0,9.0,9.0,,,9.0,9.0,9.0,9.0,,
205,TQRMNOQSSHLOKTCDEFLID00715083,1,10.0,10.0,9.0,9.0,,,9.0,9.0,9.0,9.0,,
206,TQRMNOQTRHJOKRCDEFLID00797104,1,1.0,1.0,1.0,1.0,,,5.0,5.0,5.0,5.0,,
207,TQRMNORXTHKMKSCDEFLID00782252,1,4.0,4.0,4.0,4.0,,,6.0,6.0,5.0,5.0,,
208,TQRMNORXTHKMKSCDEFLID00782252,1,4.0,4.0,4.0,4.0,,,6.0,6.0,5.0,5.0,,
209,TQRMNORXWHKMKSCDEFLID00776337,1,1.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,,
210,TQRMNORWXHJMKSCDEFLID00797169,1,9.0,9.0,8.0,8.0,,,9.0,9.0,9.0,9.0,,
211,TQRMNORWXHJMKSCDEFLID00797169,1,9.0,9.0,8.0,8.0,,,9.0,9.0,9.0,9.0,,
212,TQRMNOTPXHMMKRCDEGPDJ00800469,1,6.0,6.0,,,6.0,6.0,10.0,10.0,,,10.0,10.0
213,TQRMNOTQPHMMKRCDEGPDJ00800470,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
214,TQRMNOTQPHMMKRCDEGPDJ00800470,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
